酒釀衝雞蛋,酒釀，紅糖（或白糖），雞蛋
新式主厨沙拉,无骨去皮鸡脯肉2块，长叶莴苣（萝蔓莴苣、萝蔓生菜）或其它深绿色生菜叶230克，嫩菠菜叶125克，薄片烟熏瘦火腿肉170克，切细条，烤过的黄甜椒1个，去籽后纵切成细条，樱桃小西红柿或圣女小西红柿18颗，对半切开，羊奶奶酪85克，剥碎，特纯橄榄油120毫升，意大利陈年果醋（balsamicvinegar）60毫升，第戎芥末酱1茶匙，大蒜1瓣，切末，干龙蒿（tarragon）3/4茶匙，压碎，盐1/4茶匙
鲜橙煎软鸭,鸭肉400克，鲜橙2个，蛋浆150克，油味料等适量。
奶酪纸托小蛋糕,奶油芝士672克，白糖200克，鸡蛋5只，香草精5毫升，酸奶油225克，白糖200克，香草精5毫升
栗子芝士蛋糕,饼底：消化饼干50g，无盐奶油25g，蛋糕体：奶油奶酪160g，糖35g（如果用无糖栗子泥请适当多加），栗子泥70~80g，鸡蛋1只，低粉1大勺（可不加），鲜奶油40ml
回味豆腐,主料盒装豆腐1盒。辅料咸蛋1个，松花蛋1个，青红椒末，橄榄菜末各10克。调料精盐0.5克，味精3克，酱油5克，香油5克，辣椒油0.5克。
西洋菜煲生鱼,（此用量可供3－4人食用），生鱼（黑鱼）1条（约800g），猪腱肉300g，西洋菜300g，老姜3片，无花果8枚，油4茶匙（20ml），盐1茶匙（5g）
薏米猪蹄汤,薏米，猪蹄，葱，姜片，白胡椒粉，料酒，盐
通心粉鸡蛋饼,曲型通心粉200g，黄油2汤匙（30g），苹果2个，洋葱1/2个（切小丁），猪肉熏肠2根（切小丁），牛奶300ml，鸡蛋6枚，盐1/2茶匙（3g），白胡椒粉1/3茶匙（2g）
芝麻鸡排,鸡脯肉200克，熟肥膘肉150克，生肥膘肉40克，鸡蛋清3个，芝麻仁30克，绍酒15克，精盐3克、味精、胡椒粉各0.5克，葱姜汁、花椒盐各10克，甜面酱20克，干淀粉20克，油1000克。
“朵式”朱古力冰淇淋,牛奶360ML，朱古力60G，蛋黄2-4个，糖100-120ML（甜度自己调整），玉米淀粉2小勺，可可粉2-3大勺，鲜奶油360ML
香草戚风蛋糕,低筋面粉100公克，泡打粉1/2小匙，蛋黄60公克，细砂糖60公克，盐1/2小匙，沙拉油30公克，牛奶50公克，香草精少许，柠檬汁少许，蛋白120公克，细砂糖65公克
酸辣带鱼,带鱼1条，姜适量，油50ml，盐适量，白醋1茶匙，密制辣椒酱(普通的辣椒酱也可以)1茶匙
酥皮蛋黄月饼,猪油50g，中筋粉150g，水60g
肉末木耳炒响皮,肉末300克，水发云耳若干，响皮若干，葱花，姜末
酸辣球盖胗花汤,大球盖菇200克，鸡胗100克，豆苗30克，枸杞、树椒各少许。调料京醋3小匙，胡椒粉2小匙，精盐1小匙，鸡汤2杯，料酒2小匙，芝麻油适量。
菜板腊肉,腊肉、白糖。
铁板鲇鱼,主料鲇鱼配料元葱调料盐、味精、酱油、料酒、黄油、花生油、葱、姜、蒜
爽滑凉拌鱼皮,鱼皮50g，胡萝卜中型1/2根，青瓜1/3根，黄飞鸿香辣花生20g，橄榄油1茶匙，新鲜柠檬汁1茶匙，盐少许
XO酱脆鳗,材料1.鳗鱼300公克，材料2.蛋黄1个，面粉5公克，材料3.芦笋200公克，青椒适量，红椒适量，材料4.蒜末30公克，材料5.太白粉5公克，水10㏄，调味料1.盐1/2小匙，糖1/2小匙，米酒1小匙，调味料2.XO酱2大匙，糖1/2小匙，鲜鸡粉1小匙
咖喱牛腩,腩，土豆，胡萝卜，洋葱，牛奶，咖喱粉，姜，黄油
银芽黄瓜拌鸡丝,鸡胸肉半块，黄瓜半根，绿豆芽1把，胡萝卜半根，蒜半瓣，葱半根，鲜味酱油2汤匙，米醋半汤匙，糖半汤匙，香油适量
土豆炒肉,土豆1个，瘦肉，番茄酱，盐，味精
白果腐竹猪肚汤,猪肚900克，白果15颗，干腐竹2根，红枣10颗，姜数片，胡椒30颗
太极芋泥,芋头500克，豆沙泥200克，白糖250克，猪油150克。
油煎风干鱼,鲅鱼1条(约600克)，姜、葱、蚝油、老抽、胡椒粉、烧烤汁、料酒、香油、白糖和植物油各适量
酸辣肉丝面,螺丝面适量，里脊肉200克，葱花少许，蒜3瓣，青椒1个，西红柿1个，干红辣椒3个，白胡椒粉少量，白糖1大匙，料酒半勺，酱油1大勺，香醋1大勺，番茄酱适量，辣椒油适量，盐适量，水淀粉1大匙
桑椹慕斯,糖25克，桑椹果酱4-5勺，酸奶70克，吉利丁片1.5片，柠檬汁2大匙，鲜奶油100克
孜然卷饼,面粉，温开水，豆芽，猪里脊肉，平菇，香菇，尖椒，胡萝卜，葱，干红辣椒适量，里脊肉丝，料酒，盐，胡椒粉少量
咖啡夹心酥,糖粉120公克，奶油190公克，蛋1颗，中筋面粉320公克，奶粉3大匙，即溶咖啡1大匙，水1大匙，奶油150公克，糖粉80公克，沙拉油1大匙，即溶咖啡1小匙，水1小匙
烩鸡肉饺套餐,鸡胸肉末1杯，葱花1大匙，蛋白1个，红萝卜饺子皮15张，黑木耳1片，蛋1个，红萝卜丝适量，香菇丝适量，葱2根，蒜末1大匙，盐1大匙，糖2/3大匙，白胡椒粉2小匙，香油1/3大匙，盐1大匙，糖1/3大匙，太白粉2/3大匙，高汤3杯，水2大匙
砂锅牛肉萝卜,牛肉500克，白萝卜一个，大蒜2头，葱6段，小红辣椒2个，彩椒半个，姜片，橄榄油，盐，香叶，草果，桂皮，大料，花椒，五香粉，料酒，生抽，老抽，鸡精
炸鸡亦尖,翅尖，盐，白胡椒面，料酒，淀粉，葱花
豌豆杂酱面,主料：干豌豆250g炸酱用料：五花肉馅1斤，葱伴侣豆瓣酱30g，郫县豆瓣酱10g，姜末15g，蒜末20g，榨菜末40g，干花椒10g，料酒20ml，糖10g，油60g面条调料：榨菜末5g，酱油5ml，盐2g，白糖2g，鸡精2g，白胡椒粉2g，花椒粉3g，红油辣椒4g，香油5g，姜末2g，蒜末5g，葱花15g，白芝麻2g
牛肉末炒皮蛋,材料：，牛绞肉半斤，韭菜花2两，小辣椒4支，蒜末1小匙，皮蛋2粒调味料：黄豆酱1大匙，香油适量
香浓奶油曲奇,低筋面粉190克，黄油130克，奶粉10克，细砂糖35克，糖粉65克，鸡蛋50克，香草精1/4小勺
燕麦小餐包,高筋面粉250g，燕麦片少许，水140g，蛋液15g，奶粉10g，黄油20g，盐1g，酵母3g，糖20g，
芹菜猪肉馄饨,主料：馄饨皮，猪肉，芹菜。调料：料酒，盐，生抽，鸡精，糖（一点点）。配料：芝麻油，香菜，虾皮，紫菜。
鲈鱼干贝萝卜糕,【主料】:(部分材料内馅可依个人喜好增减)白萝卜1000g鲈鱼1条水500cc油1小匙姜2片胡椒粉适量盐适量麻油适量腊肉(腊肠)50g樱花虾(虾米)1/4杯干香菇2朵在来米粉230g干贝调味料2茶匙绍兴酒1茶匙【萝卜丝调味料】:盐1茶匙胡椒粉适量糖1/2茶匙油4茶匙
肉末蒸鹅蛋羹,鹅蛋、猪肉末盐、砂糖、生抽、老抽骨汤、水淀粉、芝麻油、香葱海鲜酱油
圆葱煎猪排,主料：猪排骨(大排)300克，辅料：洋葱（白皮）200克，调料：黄酒25克，酱油75克，白砂糖1克，味精1克，花生油100克
肉丸子,绞肉1斤，蛋1个，面粉1大匙，太白粉1大匙，太白粉水适量，水3大匙，葱姜蒜综合泥酱3大匙
孜然烤鸡翅,鸡翅，酱油，咭汁，胡椒粉，料酒，孜然粉
懒人饮品：健康草莓汁,草莓（按个人数量），炼奶（按个人喜好），饮用水适量，西米露（按个人喜好）
杏仁奶露,去膜杏仁200公克，去膜花生50公克，鲜奶150㏄，水600㏄，细砂糖80公克，再来米粉3/2大匙，熟白芝麻少许
香葱酸奶油酱,蛋黄酱225克，酸奶油200克，香葱半把，切片，新鲜欧芹半把，芥末1茶匙，蒜头1个，捣碎
猪肉荠菜水饺,猪肉荠菜豆腐干鸡蛋面粉(高筋面粉)葱姜蒜香菜料酒陈醋白醋老抽生抽麻油五香粉胡椒粉白糖盐
缤纷鸡丁,鸡胸肉200克，小青椒2个，红椒半个，黄椒半个，姜3片，料酒5ml，生抽5ml，干淀粉5克，蚝油30ml，盐2克
香肠鸡蛋葱油饼,面粉，干酵母，油，葱，香肠，糖，盐
烤腌鸡,酱油340毫升，水340毫升，醋180毫升，蜂蜜3汤匙，蒜蓉11/2汤匙，月桂叶3片，现磨黑胡椒粉1/2茶匙，去骨去皮鸡大腿1.5公斤
石耳沙茶双心,材料：，猪心半个，鸡心3两，嫩姜2两，石耳2两，青江菜5棵，青葱少许调味料：沙茶酱2大匙，酱油膏2大匙，香油1大匙，酒1大匙
蒙古风味锅,药膳锅汤底1锅，蒜头2颗，福圆2颗，红枣3-4颗，枸杞8公克，党参片2根，草果1颗，火锅料：1/2颗，羊肉片100公克，地瓜适量，佛手瓜适量，冬瓜适量，南瓜适量
奶香冰皮月饼,糯米粉300克，红豆沙200克，牛奶200毫升，黄油50克，炼乳少许，桂花糖少许
菠萝炒牛肉,牛肉250克，菠萝半个，姜丝少许，盐，酱油，胡椒粉，生粉，料酒
奶酥,1.糖粉80公克，盐1小匙，奶油100公克，2.蛋20公克，奶粉100公克
宝宝糯米饭,糯米饭，南瓜，猪肉，腊肠，肠仔，玉米，青豆，葱花，菜心
巧点子让鸡肋也能变美味--凉拌鸡丝,熟鸡肉，黄瓜，香菜，红辣椒，葱，蒜，植物油，生抽，盐，香醋，糖。
山楂牛肉猪蹄汤,瘦牛肉，猪蹄，山楂（刀拍），红枣（去核），油，盐
缤纷彩绘三文鱼,三文鱼肉200g，虾仁100g，蟹柳80g，芦笋3棵，荷兰豆150g，姜片10g，红辣椒片少许，油适量，盐1茶匙5g，鸡精2茶匙10g，白酒少许，蛋清1个，蚝油1/2茶匙3ml，生粉少许
奶酪,动物性鲜奶油500公克，鲜奶175㏄，细砂糖60公克，吉利丁4片，果酱适量
黄豆煲猪手,猪蹄3只干黄豆100克 姜一大块 盐1茶匙（5克）清水2500ml 枸杞随意
香蕉圣女果奶昔,香蕉1根，牛奶1袋，圣女果5个
白切鸭,主料：鸭1000克，辅料：芝麻45克，红尖椒50克，调料：香菜25克，姜10克，生抽30克，香油15克
面疙瘩汤,中筋普通面粉，120克，泡打粉，2茶匙，白糖，1茶匙，盐，1/2茶匙，黄油，1汤匙，牛奶，120毫升
鸿运猪尾煲,猪尾400克，湖南烟笋50克，香菜叶1克。调料李锦记豆瓣酱20克，辣妹子酱20克，姜片、蒜片各5克，卤水（制法同酱香鸭）1千克，鲜汤500克，湿淀粉5克，香油2克，豆瓣油20克，葱段、姜片各10克，盐、鸡粉各2克，胡椒粉1克。
白切鸡,三黄鸡半只，姜数片，葱3颗，红葱头2-3颗，麻油几滴，清水，盐少许，酱油，酱料
平锅鲤鱼,一斤多的鲤鱼一条、洋葱一个、葱姜蒜少许、郫县豆瓣、小香葱、小米椒、老抽、糖、料酒、醋
深井烧鹅,光黑棕鹅1只（净重约2500克）。调料A、砂糖500克，盐350克，味精50克，黑椒粉15克，五香粉30克，甘草粉、八角粉、沙姜粉、桂皮粉各35克，香菜粉、蒜蓉粉各20克。B、鹅酱：面豉酱300克，海鲜酱200克，花生酱900克，南乳、蚝油、米酒各100克，放入锅中加水500克小火煮开，放凉。C、上皮水：白醋500克，红醋50克，麦芽糖250克，玫瑰露酒50克。D、酸梅酱50克(1份量）。(备注：每只鹅只用A料、B料各100克，其他留用）
金针蘑拌肚丝,1：猪肚500克。金针蘑50克2：水5杯，葱切段（2根），姜切片（五片）。3：橄榄油或菜子油4茶匙，蒜蓉1.5大匙，姜蓉2茶匙，葱花2大匙，水3大匙，盐1.25茶匙，辣椒酱1大匙，镇江香醋1茶匙，糖1.5茶匙，鸡粉1/2茶匙，香油1.5大匙，辣椒油1.5大匙。4：香菜4棵洗净，切小粒。
柴鱼味噌大蒜,大蒜2杯，柴鱼片1杯，1.盐1/2大匙，2.味噌1/4杯，糖3大匙，香油1大匙
黄豆酱炒酿鸡髀菇,鸡髀菇，蜜糖豆，鱼胶，电白豆酱，红椒圈，葱段
奶酪焗土豆,土豆8个（煮熟），卡特基奶酪（CottageCheese）125g，香葱碎1茶匙（5g），培根8片，盐1/2茶匙（3g），胡椒粉1/3茶匙（2g）
快版营养咸肉粽饭,主料：糯米、十谷米、咸肉各一杯，黄豆、眉豆各半杯，香菇五颗，虾米四分之一杯调味料：五香粉一汤匙，南乳一块，糖、盐、酱油、胡椒粉适量
玉米沙拉土司,薄片土司4片，美奶滋80g，玉米粒适量，火腿适量
酸辣鸡,土鸡腿1只，蒜苗1根，铝箔纸1张，A.盐1/6茶匙，料酒1茶匙，B.蚝油1大匙，酱油1茶匙，白醋2茶匙，细砂糖2茶匙，冷开水1大匙，辣椒油2大匙，花椒粉1/6茶匙
沙爹酱焖鸡翅,鸡翅，姜，油，沙爹酱，胡椒粉，生抽，麻油，葱，蒜，料酒，盐，鸡精，砂糖
乌鸡红枣汤,乌鸡，红枣，胡萝卜，枸杞，葱，姜，盐，料酒
黑胡椒牛排,牛排调料：盐、鸡精、白糖、酱油、黑胡椒粉、水淀粉
红烧肉焖肥肠煲,上等五花肉250克，肥肠250克，生姜50克，蒜头0.5个，桂皮2片，八角3个，单晶冰糖3-5个，精盐适量，酱油适量
香菇肉燥,猪绞肉300克，猪皮180克，泡发香菇100克，红葱酥80克，酱油150㏄，细砂糖3大匙，水1400㏄
绣球红鱼,主料红鱼配料木耳丝、火腿丝、青菜丝、蛋皮丝调料盐、味精、淀粉、料洒、鸡粉、葱、姜、花生油、上汤
甜蜜到心——蜂巢蛋糕,材料A：砂糖30克，红糖30克，蜂蜜30克，水60克材料B：炼奶75克，牛奶1茶匙，软化黄油25克，蛋1个材料C：低筋面粉50克，小苏打2克
自制烤箱牛肉干,牛肉，花椒，大料，油，酱油，糖，盐，孜然，辣椒面
奶油面包,高筋面粉300克，干酵粉6克，砂糖15克，盐5克，鸡蛋45克，牛奶150克，黄油9克，上光用蛋液少许
燻胡椒鸡肉冰,梅子8颗，梅子汁2大匙，燻鸡肉1/2杯，桔仔酱1大匙，细冰1盘
果料土司面包,1，酵母粉5g，盐1g，白砂糖30g，水或鲜牛奶50g，2，高筋面粉270g，面包改良剂5g，奶粉15g，3，奶油(块状)30g，4，果料或葡萄干适量
拌豆腐,豆腐1块，酱油（最好用寿司酱油）1-2茶匙，鲣节（木鱼花），鱼子酱1茶匙，葱花
北菇菜心,主料：花菇200克，油菜心150克，辅料：虾籽3克，调料：盐2克，猪油50克
夹心黄金馒头,馒头，炼奶，鸡蛋
孜然辣烤鱼,鲫鱼300g、现打孜然粉适量、自制辣椒红油2g、盐2g、广东米酒20ml、生姜4片
鸡翅牛蒡煮,鸡翅6个牛蒡1根魔芋1块鰹鱼粉1大勺水3-5杯酱油、料酒、米啉各1杯麻油2茶匙
竹筒烤石斑,这是在综合兄弟民族竹筒制菜和烧烤的烹饪技法后，推出的一款安徽风味菜肴。此菜充分利用石斑鱼这一地方资源，使色香味形都得到了提升，鱼肉鲜嫩，清香扑鼻。主料净石斑鱼辅料青竹筒粽叶 彩带 木炭调料葱 姜 蒜 精盐 味精 老抽 白糖 陈醋 猪油 料酒 胡椒粉
菠鸡小丝,菠菜，鸡胸肉，麻酱，盐，味精，大蒜粉
葱头猪肠粉,猪肠粉200克，干葱头5~6瓣，肉末，芝麻，白糖1小勺，生抽2汤匙，麻油1小勺，葱花一把，红椒圈适量
外带点心盒,面皮：，低筋面粉，黄油，花生油，砂糖，水，咖喱酥角：，咖喱块，洋葱，鸡肉末，馒头碎，豆沙佛手酥：，豆沙馅，蛋黄，豌豆黄酥：，豌豆黄
芸豆炖猪蹄,主料：猪前蹄1000克，白芸豆100克辅料：姜4片，葱少许，八角1枚，香菜少许调料：陈皮1小块，辣椒粉1汤勺，米醋少许，花椒1小勺，白糖1小勺
金玉满堂（三色蛋卷）,鸡蛋3个，黄瓜1根，胡萝卜1根，肉松适量，淀粉5克（约1茶匙），盐2克（约半茶匙）适量，沙拉酱适量
南瓜枫糖浆奶酪蛋糕,全麦饼干屑1杯，蔬菜油3汤匙，低脂乳脂奶酪（creamcheese）3盒（每盒约225克），室温软化，黄砂糖100克，压紧，南瓜泥1罐（约425克），枫糖浆120毫升，大鸡蛋3个，太白粉（粟粉）2汤匙，南瓜馅饼香料2茶匙，香草精1茶匙，盐1/2茶匙
香酥油鸡,净仔鸡1只约1250克，葱、姜片各20克，料酒30克，精盐5克，味精3克，芝麻油20克，油1000克。
葱辣烧黄鱼,黄鱼1尾，葱段20公克，蒜头20公克，姜片10公克，辣椒片10公克，太白粉适量，水150㏄，牛头牌麻辣沙茶酱2大匙，酱油1大匙，米酒1大匙，乌醋1小匙，糖1小匙，盐少许，姜10公克，葱段10公克，米酒1/2大匙
八宝肉元,猪肉200克，鸡脯肉50克，净笋、水发香菇、熟火腿、鸡蛋薄饼各25克，水发海米、小葱各15克，鸡蛋清1个，精盐4克，味精1克，绍酒20克，白糖3克，湿淀粉25克，鸡汤200克，猪油20克。
沙茶羊肉炒空心菜,羊肉100公克，空心菜200公克，蒜头1粒，辣椒1/2支，姜丝少许，沙茶酱1大匙，蚝油1小匙，盐1/4小匙，鸡粉1/4小匙，太白粉1小匙
蒜苗炒火腿,蒜苗，火腿，红辣椒
鸡蛋烩蔬菜,黄瓜1根，西红柿1个，鸡蛋1个，蛋清1个，生菜叶子4片，水萝卜4个，橄榄油小匙，盐适量
沙锅伊府面,精粉500克，水200克，鸡蛋2个。辅料鱿鱼卷100克，圣女果10个，西兰花50克，鹌鹑蛋6个，香菇100克，车厘子5颗，大虾3个，高汤适量。调料色拉油、精盐、味精、酱油、香醋、料酒、白糖、葱丝、姜末、蒜片各适量。
口水鱼,草鱼1条，花椒、辣椒碎、郫县豆瓣酱、葱姜蒜末、料酒、白糖、香油、花生油、香菜、炒芝麻各适量。
8寸裱花草莓巧克力生日蛋糕~,蛋糕胚1.鸡蛋4个2.橄榄油10克3.低筋面粉90克4.白糖70~80克(根据个人口味调整）5.盐2克奶油1.淡奶油这里指动物性奶油，植物性奶油是反式脂肪酸，对人体有害（如果是雀巢的450毫升，如果是其他的就500毫升）2.牛奶（用雀巢淡奶油需要50毫升，其他就不用了）3.白糖15~25克(根据个人口味调整）其他1.新鲜草莓数个2.德芙巧克力一块
